timestamp,episode,total_reward,success,epsilon,steps,time_taken,distance_traveled
2025-05-16T16:17:14.829246,954,46360.5,1,0.1484363977049438,954,43,100
2025-05-16T16:18:00.570140,955,48479.0,1,0.14769421571641908,955,43,100
2025-05-16T16:20:05.256717,956,132162.5,1,0.14695574463783698,956,41,0
2025-05-16T16:20:49.327297,957,48173.0,1,0.14622096591464778,957,41,100
2025-05-16T16:22:18.993432,958,98197.5,1,0.14548986108507456,958,44,100
2025-05-16T16:23:05.738233,959,49411.5,1,0.14476241177964919,959,43,100
2025-05-16T16:23:52.568976,960,49602.0,1,0.14403859972075095,960,44,100
2025-05-16T16:24:40.108605,961,48859.0,1,0.14331840672214718,961,44,99.27927927927928
2025-05-16T16:25:29.887551,962,51858.5,1,0.14260181468853644,962,46,100
2025-05-16T16:26:16.035897,963,50655.0,1,0.14188880561509376,963,43,100
2025-05-16T16:27:36.707513,964,86225.0,1,0.1411793615870183,964,44,100
2025-05-16T16:28:56.886391,965,85902.5,1,0.1404734647790832,965,41,100
2025-05-16T16:29:43.390096,966,48164.5,1,0.1397710974551878,966,43,100
2025-05-16T16:30:31.976768,967,51564.0,1,0.13907224196791185,967,45,100
2025-05-16T16:32:04.826629,968,102370.5,1,0.13837688075807228,968,44,0
2025-05-16T16:33:47.570951,969,93001.5,1,0.1376849963542819,969,46,100
2025-05-16T16:34:37.609100,970,54161.0,1,0.1369965713725105,970,47,100
2025-05-16T16:35:22.746764,971,46453.5,1,0.13631158851564795,971,42,100
2025-05-16T16:36:11.418268,972,51914.5,1,0.13563003057306972,972,45,100
2025-05-16T16:37:01.407765,973,52404.0,1,0.13495188042020437,973,47,100
2025-05-16T16:38:29.566446,974,99647.5,1,0.13427712101810335,974,49,100
2025-05-16T16:39:55.849661,975,94201.5,1,0.13360573541301282,975,42,100
2025-05-16T16:41:16.827910,976,85833.0,1,0.13293770673594776,976,40,100
2025-05-16T16:42:06.666670,977,54744.0,1,0.13227301820226803,977,47,100
2025-05-16T16:43:38.418078,978,106263.0,1,0.1316116531112567,978,42,100
2025-05-16T16:44:26.793931,979,54130.5,1,0.1309535948457004,979,45,100
2025-05-16T16:45:12.610220,980,47706.0,1,0.1302988268714719,980,43,100
2025-05-16T16:46:38.644593,981,92205.5,1,0.12964733273711454,981,44,100
2025-05-16T16:47:28.777314,982,54748.0,1,0.12899909607342896,982,47,100
2025-05-16T16:48:15.620613,983,47993.5,1,0.12835410059306182,983,44,100
2025-05-16T16:49:00.591504,984,46783.5,1,0.1277123300900965,984,42,100
2025-05-16T16:49:50.455477,985,52303.0,1,0.12707376843964602,985,47,100
2025-05-16T16:50:40.233773,986,52238.5,1,0.1264383995974478,986,47,100
2025-05-16T16:52:52.576960,987,147690.0,1,0.12580620759946054,987,48,0
2025-05-16T16:53:44.670438,988,57568.0,1,0.12517717656146324,988,49,100
2025-05-16T16:54:31.610642,989,49392.5,1,0.12455129067865592,989,44,100
2025-05-16T16:55:21.096786,990,50858.5,1,0.12392853422526263,990,46,100
